"z1";"z2";"z3";"z4";"z5";"z6";"ziehung"
48;9;26;23;40;25;2858
32;25;11;37;28;44;2859
20;37;9;47;44;14;2860
47;30;23;36;11;19;2861
5;25;43;14;49;6;2862
35;3;36;41;10;2;2863
3;40;36;9;15;43;2864
26;24;23;35;1;30;2865
31;11;9;26;47;4;2866
34;21;35;24;9;19;2867
18;5;31;11;30;2;2868
27;14;13;17;16;25;2869
47;40;29;5;7;46;2870
30;4;19;26;47;46;2871
33;16;28;12;36;40;2872
2;23;16;17;27;38;2873
40;4;49;38;1;30;2874
18;47;49;45;24;15;2875
34;12;5;21;40;32;2876
25;46;20;40;22;35;2877
17;49;6;47;36;2;2878
47;7;28;34;29;35;2879
7;46;30;33;28;2;2880
40;41;25;49;39;16;2881
3;22;10;42;41;9;2882
34;26;30;24;9;18;2883
38;8;30;24;36;19;2884
40;41;36;49;7;11;2885
42;36;13;21;44;35;2886
40;46;39;8;30;32;2887
12;13;20;41;11;5;2888
31;26;17;3;21;19;2889
4;5;16;19;26;1;2890
10;19;39;31;27;14;2891
13;14;12;18;27;44;2892
6;27;17;39;35;20;2893
36;4;23;13;49;17;2894
33;49;5;38;37;40;2895
38;7;22;13;35;23;2896
26;43;28;39;35;27;2897
12;5;6;29;34;1;2898
1;45;14;26;10;49;2899
26;11;20;17;30;19;2900
18;5;40;6;4;21;2901
14;48;7;30;6;15;2902
18;10;21;36;17;9;2903
22;48;37;19;2;41;2904
36;17;37;11;23;7;2905
9;4;19;15;30;33;2906
46;48;12;3;9;36;2907
1;10;14;9;3;38;2908
5;9;17;47;43;38;2909
3;40;19;24;4;9;2910
21;10;3;28;12;32;2911
16;30;26;10;17;3;2912
25;39;6;4;21;35;2913
32;21;30;9;27;46;2914
17;44;25;3;10;46;2915
48;15;20;46;23;47;2916
2;18;4;8;5;40;2917
13;11;47;41;32;18;2918
44;24;9;39;3;35;2919
16;31;12;17;34;43;2920
38;48;37;22;12;25;2921
44;18;5;35;23;10;2922
28;15;31;5;26;37;2923
24;35;33;39;47;6;2924
45;26;40;27;12;9;2925
31;35;45;40;1;22;2926
25;19;40;49;42;10;2927
17;47;21;45;2;31;2928
22;14;29;35;30;43;2929
49;45;48;33;26;11;2930
3;24;1;10;49;17;2931
7;34;45;23;29;1;2932
20;29;19;13;25;44;2933
5;45;17;12;29;7;2934
45;31;10;41;40;49;2935
45;19;48;43;18;34;2936
48;22;30;47;5;13;2937
14;42;41;4;8;6;2938
12;25;6;27;18;35;2939
34;10;7;19;41;32;2940
30;9;31;24;28;49;2941
43;27;34;22;35;6;2942
30;5;28;25;40;41;2943
47;46;25;5;44;31;2944
31;41;37;5;25;3;2945
49;20;11;30;18;4;2946
21;13;25;34;48;17;2947
20;28;40;43;23;16;2948
7;43;1;9;46;12;2949
4;29;36;39;33;30;2950
14;42;32;5;1;48;2951
41;48;32;2;30;19;2952
4;24;8;33;5;43;2953
30;2;38;28;12;9;2954
1;20;39;24;25;4;2955
45;48;21;22;25;37;2956
38;46;36;48;6;34;2957
38;25;5;40;39;3;2958
42;23;43;47;2;13;2959
14;10;22;39;17;31;2960
7;17;16;47;9;5;2961
22;36;1;15;24;3;2962
48;38;3;14;31;35;2963
13;20;38;33;45;27;2964
42;10;35;17;27;46;2965
12;38;6;8;33;42;2966
30;34;31;41;48;28;2967
19;40;26;45;30;43;2968
39;6;34;30;7;33;2969
25;36;8;37;40;1;2970
17;1;21;47;39;24;2971
30;46;32;12;11;33;2972
44;1;30;48;49;7;2973
40;23;14;42;48;10;2974
31;14;46;6;39;28;2975
27;37;10;20;15;6;2976
49;13;28;47;1;19;2977
26;21;49;7;27;2;2978
38;43;28;2;1;8;2979
42;22;12;34;29;33;2980
42;49;33;27;41;34;2981
13;28;2;45;42;20;2982
4;42;9;44;17;45;2983
3;2;23;6;39;35;2984
34;26;12;7;24;33;2985
5;22;20;6;45;18;2986
4;31;49;19;48;23;2987
10;4;29;46;49;44;2988
41;11;16;36;38;3;2989
43;9;26;15;13;38;2990
16;1;44;47;23;39;2991
35;45;30;4;36;2;2992
10;11;38;5;35;39;2993
36;27;4;6;40;37;2994
8;41;19;47;38;29;2995
32;9;14;46;12;27;2996
27;19;38;36;33;28;2997
42;10;34;33;8;11;2998
40;45;18;27;44;15;2999
8;44;26;20;10;3;3000
27;34;21;5;36;18;3001
6;11;7;48;23;16;3002
16;26;20;38;4;32;3003
45;7;33;8;24;44;3004
1;31;39;34;14;49;3005
23;13;41;14;43;38;3006
13;33;14;36;8;11;3007
14;43;26;31;28;13;3008
16;7;26;4;29;23;3009
9;43;24;17;49;19;3010
42;49;18;23;5;30;3011
3;22;24;15;5;37;3012
6;11;26;9;10;22;3013
31;11;33;6;2;3;3014
25;32;29;28;24;1;3015
3;41;27;15;11;26;3016
15;2;28;31;35;33;3017
3;43;7;31;21;5;3018
33;17;8;6;49;29;3019
17;10;15;7;22;47;3020
49;41;44;45;34;37;3021
31;14;22;39;45;37;3022
3;13;1;6;19;46;3023
13;36;42;43;34;7;3024
30;15;19;39;37;8;3025
48;23;22;34;40;30;3026
32;15;20;13;37;49;3027
44;46;15;8;22;47;3028
21;22;31;28;17;42;3029
12;42;10;16;40;23;3030
9;4;21;29;34;7;3031
20;10;45;31;19;9;3032
42;17;1;25;41;26;3033
18;14;34;23;39;27;3034
18;24;44;31;13;28;3035
45;12;29;25;4;44;3036
23;42;31;32;22;19;3037
6;23;16;38;45;3;3038
2;18;49;26;34;39;3039
17;11;39;12;3;7;3040
25;41;33;10;36;29;3041
3;34;4;10;8;17;3042
31;2;36;1;16;5;3043
21;24;30;16;20;38;3044
23;27;11;8;34;25;3045
47;6;15;49;28;46;3046
33;10;9;3;23;11;3047
36;39;27;20;4;24;3048
20;36;4;29;44;14;3049
35;13;20;43;26;23;3050
28;6;8;14;33;18;3051
33;17;40;7;42;14;3052
43;30;4;32;20;7;3053
13;24;37;7;17;44;3054
19;17;11;6;42;4;3055
31;13;1;28;37;27;3056
8;24;1;45;23;11;3057
49;38;33;31;39;14;3058
11;49;30;22;48;44;3059
43;31;16;2;7;20;3060
33;45;26;8;41;43;3061
1;30;24;9;31;48;3062
27;2;34;26;31;14;3063
49;1;36;28;31;38;3064
28;27;36;21;49;1;3065
32;34;28;14;6;40;3066
36;6;3;34;41;11;3067
39;11;43;15;34;31;3068
9;27;22;40;20;29;3069
33;2;48;14;42;49;3070
26;6;25;45;12;3;3071
29;36;34;13;15;25;3072
41;24;3;9;10;47;3073
34;22;46;43;42;26;3074
49;37;36;34;28;17;3075
20;7;23;15;14;46;3076
4;47;16;12;3;8;3077
6;49;29;34;22;46;3078
41;21;15;11;13;2;3079
33;10;18;6;28;38;3080
41;5;12;1;15;3;3081
47;45;27;8;48;2;3082
15;42;30;9;1;26;3083
47;25;41;34;40;43;3084
39;13;49;42;14;45;3085
7;49;16;8;10;40;3086
35;29;12;23;41;21;3087
28;24;42;39;10;9;3088
2;25;24;19;1;47;3089
44;46;10;34;13;23;3090
13;49;37;26;18;3;3091
3;32;45;37;29;7;3092
34;10;45;33;9;41;3093
20;12;13;37;17;31;3094
2;26;23;12;28;42;3095
10;27;2;30;7;49;3096
10;33;37;9;17;45;3097
28;30;40;38;41;26;3098
10;4;11;45;3;47;3099
48;16;19;8;27;47;3100
30;31;20;7;23;22;3101
10;11;37;28;15;16;3102
20;10;37;6;4;26;3103
46;6;12;48;7;27;3104
39;14;27;9;6;28;3105
25;41;4;6;49;26;3106
1;13;25;27;10;45;3107
20;25;42;1;7;33;3108
7;22;11;43;44;6;3109
1;22;42;23;37;18;3110
44;39;12;40;13;1;3111
34;21;9;18;39;36;3112
39;20;22;19;5;4;3113
16;6;34;18;44;12;3114
35;9;6;22;37;12;3115
24;37;9;2;22;44;3116
40;26;5;7;42;33;3117
21;48;4;34;22;43;3118
34;43;31;11;6;42;3119
28;34;10;36;29;17;3120
23;37;21;29;10;31;3121
14;48;1;31;33;36;3122
5;3;34;27;9;48;3123
27;35;31;42;8;2;3124
41;22;23;42;5;34;3125
40;9;28;46;10;11;3126
24;23;38;13;10;48;3127
26;39;32;8;35;2;3128
43;33;8;14;3;25;3129
5;40;4;39;45;37;3130
44;10;30;8;29;20;3131
36;30;16;49;31;24;3132
9;31;12;24;11;23;3133
41;13;29;38;8;18;3134
22;35;8;20;25;34;3135
2;10;21;48;16;45;3136
6;34;37;2;9;46;3137
9;34;3;31;32;24;3138
7;17;22;12;41;27;3139
7;47;27;30;43;8;3140
17;42;19;7;20;47;3141
47;44;24;31;16;41;3142
32;30;24;44;36;21;3143
32;39;43;4;3;40;3144
2;30;32;45;43;15;3145
20;13;47;30;32;37;3146
46;30;5;7;9;21;3147
1;23;9;12;27;22;3148
42;11;49;7;6;15;3149
11;34;12;9;44;21;3150
40;22;27;4;2;10;3151
15;24;32;17;37;27;3152
15;41;38;20;43;8;3153
22;2;38;42;15;25;3154
44;47;49;12;10;15;3155
36;23;4;29;25;45;3156
4;1;16;46;35;34;3157
28;17;22;29;40;4;3158
26;16;30;37;42;38;3159
4;45;26;41;14;32;3160
1;8;36;22;42;19;3161
40;15;36;19;16;28;3162
43;26;4;28;10;20;3163
31;29;20;33;18;15;3164
11;48;20;8;36;21;3165
7;3;38;45;43;8;3166
26;35;49;15;20;14;3167
34;24;23;32;2;10;3168
27;3;22;2;38;48;3169
7;35;47;8;17;36;3170
6;4;34;28;7;43;3171
21;3;39;28;47;45;3172
11;37;39;28;27;29;3173
20;42;11;9;35;31;3174
4;16;11;43;12;21;3175
9;13;5;30;39;11;3176
5;13;22;29;18;2;3177
4;35;34;47;26;14;3178
25;10;21;36;1;35;3179
20;18;17;31;15;13;3180
43;46;47;24;34;1;3181
4;21;45;42;26;31;3182
28;6;27;26;43;25;3183
49;3;44;4;12;2;3184
42;25;4;9;33;16;3185
5;20;33;16;41;48;3186
31;23;48;3;39;41;3187
36;17;44;14;4;32;3188
42;11;41;12;35;23;3189
23;32;49;2;25;43;3190
7;12;22;43;9;19;3191
33;16;8;44;15;47;3192
24;15;23;32;5;7;3193
14;12;38;17;15;31;3194
6;44;45;13;18;22;3195
1;12;32;24;49;16;3196
19;4;28;11;46;48;3197
42;1;43;22;47;39;3198
24;11;31;16;13;3;3199
7;11;21;23;27;37;3200
36;49;29;30;6;24;3201
21;14;46;40;6;10;3202
26;23;20;3;37;6;3203
18;17;6;49;41;37;3204
29;9;7;1;22;32;3205
38;4;12;32;42;46;3206
10;40;7;5;8;38;3207
36;2;14;16;12;46;3208
47;15;3;1;38;24;3209
9;11;17;31;7;14;3210
21;5;46;10;42;2;3211
39;13;48;35;15;2;3212
22;43;13;42;39;41;3213
28;17;40;42;29;47;3214
15;43;48;39;49;19;3215
3;29;41;14;18;31;3216
34;7;22;10;43;2;3217
22;1;21;15;20;33;3218
31;38;44;42;28;6;3219
33;26;44;37;38;7;3220
32;39;48;47;13;8;3221
5;44;49;8;26;45;3222
17;37;47;42;4;29;3223
21;34;10;13;23;38;3224
31;49;25;32;41;14;3225
4;47;44;41;49;3;3226
13;21;3;33;32;17;3227
11;2;36;26;22;1;3228
29;19;5;28;37;12;3229
3;17;7;2;38;37;3230
2;4;20;42;48;9;3231
10;20;5;2;42;25;3232
45;6;11;24;31;32;3233
43;35;6;19;11;18;3234
40;15;7;41;10;14;3235
18;26;2;17;41;13;3236
2;1;45;44;7;41;3237
30;40;22;8;24;36;3238
25;16;34;45;41;47;3239
36;15;32;47;42;35;3240
8;6;47;31;27;28;3241
33;28;20;29;13;14;3242
11;44;16;9;19;42;3243
17;35;18;21;36;43;3244
15;3;9;21;33;18;3245
35;3;23;10;13;27;3246
32;11;35;36;23;28;3247
6;48;38;4;42;46;3248
10;40;43;7;29;42;3249
37;35;46;18;26;41;3250
39;32;19;9;36;37;3251
37;38;47;45;3;14;3252
32;11;49;2;26;18;3253
32;31;11;39;15;30;3254
4;36;31;40;5;43;3255
43;12;1;14;27;3;3256
2;43;6;14;38;25;3257
1;5;9;45;30;2;3258
32;3;19;43;40;8;3259
6;31;11;24;35;23;3260
37;20;13;32;9;10;3261
2;46;44;35;16;30;3262
13;4;36;15;39;19;3263
34;19;41;38;32;9;3264
15;40;8;37;24;28;3265
23;42;8;34;3;5;3266
35;32;39;43;22;44;3267
12;22;14;8;17;25;3268
33;43;22;23;15;26;3269
23;36;35;24;44;13;3270
8;34;30;39;7;29;3271
25;24;45;26;4;12;3272
22;12;16;34;43;29;3273
19;23;40;41;34;5;3274
32;27;31;22;5;49;3275
39;11;33;22;14;17;3276
23;43;30;3;4;44;3277
8;25;33;9;39;45;3278
31;22;20;37;41;30;3279
36;16;19;34;27;11;3280
38;45;34;48;10;28;3281
15;20;27;24;40;16;3282
41;47;43;23;22;10;3283
44;24;31;43;45;39;3284
16;25;40;44;42;10;3285
24;48;5;22;39;18;3286
42;48;43;39;45;16;3287
21;25;13;22;33;7;3288
14;8;2;6;28;4;3289
34;37;9;28;1;27;3290
19;32;11;10;46;42;3291
1;44;11;25;3;10;3292
16;25;23;8;44;6;3293
47;24;4;44;14;8;3294
10;18;43;12;24;44;3295
30;33;45;24;34;36;3296
30;32;24;12;31;17;3297
7;6;16;42;8;29;3298
1;5;26;13;22;29;3299
26;4;38;49;18;22;3300
19;8;18;11;2;38;3301
47;14;18;15;7;29;3302
5;36;28;44;48;2;3303
24;11;16;7;49;39;3304
37;10;40;25;22;16;3305
3;43;30;6;32;31;3306
48;17;20;24;14;2;3307
2;22;33;24;37;46;3308
38;2;13;40;43;34;3309
12;7;6;34;18;17;3310
46;47;15;28;11;9;3311
39;28;31;21;16;14;3312
39;43;7;46;10;5;3313
17;49;46;13;11;34;3314
8;43;4;10;16;37;3315
15;10;22;34;41;49;3316
9;29;44;6;49;12;3317
11;36;15;5;20;48;3318
17;35;31;22;38;44;3319
10;24;25;20;47;2;3320
25;3;12;6;22;41;3321
45;30;6;33;26;4;3322
45;3;9;17;47;37;3323
38;39;35;27;13;18;3324
49;16;46;18;45;27;3325
10;23;27;15;35;24;3326
23;19;25;20;34;30;3327
30;21;24;6;20;22;3328
9;15;40;47;25;19;3329
10;14;49;36;45;4;3330
46;41;49;14;25;47;3331
48;40;24;13;32;12;3332
18;14;35;32;26;24;3333
37;3;2;47;34;8;3334
35;42;13;18;37;5;3335
10;11;35;38;17;16;3336
41;40;23;33;13;5;3337
45;29;12;26;7;46;3338
40;3;30;39;19;26;3339
19;16;10;37;20;49;3340
11;12;36;17;19;44;3341
40;31;16;39;36;49;3342
20;27;1;26;24;40;3343
41;10;36;5;35;11;3344
19;25;42;37;34;30;3345
19;12;39;13;49;43;3346
49;39;16;6;11;41;3347
47;46;20;33;26;17;3348
9;34;18;23;32;20;3349
28;5;43;46;32;21;3350
25;29;42;14;33;37;3351
9;20;17;4;25;35;3352
40;7;34;29;28;27;3353
42;21;13;22;41;14;3354
1;23;48;25;18;44;3355
25;48;41;39;49;33;3356
33;2;36;13;14;7;3357
1;27;13;45;46;47;3358
42;28;17;32;35;6;3359
2;19;17;42;7;3;3360
28;42;20;11;10;23;3361
29;20;36;11;7;49;3362
43;17;22;31;20;28;3363
15;43;24;4;37;21;3364
16;20;40;34;33;46;3365
34;24;46;49;22;25;3366
28;31;13;30;46;33;3367
32;6;29;33;44;20;3368
6;3;17;33;7;13;3369
43;32;4;14;8;30;3370
2;16;9;47;14;37;3371
30;26;5;15;22;18;3372
49;36;28;44;9;43;3373
4;35;40;6;22;31;3374
4;11;36;16;29;19;3375
35;3;25;19;6;48;3376
13;11;40;32;12;5;3377
28;43;48;41;26;39;3378
41;31;43;29;1;32;3379
4;37;30;29;35;24;3380
2;5;4;17;9;12;3381
2;46;12;4;25;1;3382
23;4;16;41;32;9;3383
28;27;15;5;17;29;3384
3;11;2;30;19;43;3385
11;19;22;15;12;21;3386
33;3;16;21;40;32;3387
13;47;8;45;19;33;3388
22;7;33;19;15;1;3389
34;43;29;8;9;23;3390
13;44;28;12;25;18;3391
49;11;12;30;15;39;3392
1;45;39;5;9;47;3393
33;14;34;17;18;4;3394
21;8;11;49;22;12;3395
13;43;8;24;19;17;3396
28;16;1;18;24;47;3397
32;4;34;17;29;33;3398
33;5;8;26;35;46;3399
1;8;4;35;45;10;3400
41;15;32;39;20;25;3401
37;18;41;24;48;13;3402
18;16;14;7;26;2;3403
5;16;7;43;31;27;3404
28;14;45;43;3;9;3405
39;42;16;4;21;40;3406
6;36;45;26;35;18;3407
46;9;29;2;10;11;3408
15;20;37;14;48;42;3409
14;2;18;36;26;35;3410
49;46;36;29;24;42;3411
27;26;33;41;32;23;3412
8;23;2;22;12;28;3413
13;12;33;21;26;38;3414
6;8;35;29;5;34;3415
3;23;7;35;19;14;3416
34;22;23;37;28;6;3417
35;30;8;11;45;21;3418
15;17;6;46;34;22;3419
11;41;34;24;9;35;3420
46;41;23;13;39;14;3421
1;2;32;24;31;5;3422
11;25;3;8;46;30;3423
33;47;42;16;12;14;3424
40;27;39;6;16;22;3425
18;32;19;47;49;38;3426
36;38;48;4;42;9;3427
33;28;13;39;7;15;3428
41;48;27;6;13;14;3429
9;19;31;15;43;38;3430
5;41;35;18;48;20;3431
46;11;10;41;16;21;3432
34;11;40;16;42;5;3433
19;37;17;28;20;25;3434
18;31;37;32;13;23;3435
25;33;16;1;29;47;3436
19;31;14;9;39;27;3437
32;26;12;39;44;47;3438
47;26;6;23;16;9;3439
35;49;4;19;17;3;3440
36;40;13;20;39;44;3441
41;6;29;22;16;18;3442
33;21;42;16;32;46;3443
19;33;10;34;29;12;3444
14;36;22;6;40;30;3445
23;34;29;5;41;12;3446
31;35;29;26;8;28;3447
10;31;9;11;20;1;3448
33;30;13;27;41;3;3449
36;49;24;13;45;28;3450
38;35;8;26;1;27;3451
46;4;19;17;34;29;3452
11;10;13;22;41;20;3453
17;46;38;34;37;22;3454
4;38;24;15;31;49;3455
46;16;8;28;18;34;3456
23;6;22;21;32;44;3457
25;21;6;41;14;24;3458
37;1;29;34;4;24;3459
42;4;20;3;28;37;3460
36;30;8;45;22;10;3461
16;19;40;22;10;7;3462
32;38;11;14;6;27;3463
45;18;23;36;9;11;3464
30;26;25;47;1;39;3465
3;27;15;14;38;22;3466
42;19;49;11;23;7;3467
8;24;18;33;20;12;3468
32;26;11;16;12;35;3469
40;42;8;11;44;21;3470
4;40;33;41;8;43;3471
11;41;33;49;9;36;3472
12;23;22;8;26;16;3473
31;14;13;34;21;29;3474
25;1;18;16;11;20;3475
7;32;2;41;31;22;3476
36;31;19;28;33;41;3477
44;29;43;49;27;40;3478
29;47;32;15;17;26;3479
31;17;42;2;8;36;3480
23;39;10;27;4;28;3481
28;16;10;43;9;6;3482
23;4;32;44;5;39;3483
49;42;46;23;12;38;3484
31;10;27;46;24;41;3485
18;42;24;5;3;6;3486
18;43;10;14;38;27;3487
13;29;21;47;17;9;3488
43;15;45;33;1;2;3489
34;25;29;47;31;24;3490
40;43;28;10;8;46;3491
2;18;16;5;37;39;3492
31;34;25;10;8;15;3493
7;26;8;34;6;35;3494
37;34;15;30;38;33;3495
24;6;23;35;17;44;3496
3;6;23;41;43;40;3497
43;21;7;41;13;37;3498
20;14;27;48;28;6;3499
12;16;7;42;15;30;3500
33;47;14;26;49;8;3501
47;24;26;40;9;33;3502
1;30;23;39;10;38;3503
23;33;49;3;13;38;3504
44;12;4;31;42;18;3505
44;1;25;10;29;47;3506
11;20;32;16;38;27;3507
34;25;10;2;5;4;3508
37;29;36;14;32;8;3509
19;44;3;38;33;47;3510
21;43;39;15;24;17;3511
27;6;12;26;36;32;3512
13;20;19;18;6;21;3513
19;5;17;2;28;11;3514
36;29;3;24;18;46;3515
29;22;37;33;24;47;3516
34;15;8;36;11;47;3517
6;20;7;32;1;11;3518
6;33;13;32;18;7;3519
49;46;26;43;45;27;3520
1;33;6;24;4;47;3521
27;19;37;1;16;48;3522
7;18;39;37;6;3;3523
10;15;40;27;24;45;3524
45;24;13;34;8;47;3525
32;2;34;48;49;11;3526
40;41;35;15;36;29;3527
40;27;3;13;25;47;3528
19;14;24;12;48;4;3529
48;43;16;7;11;14;3530
25;32;6;43;11;35;3531
22;48;4;24;40;33;3532
33;38;25;29;49;47;3533
15;10;26;35;1;21;3534
8;22;9;13;3;49;3535
3;43;7;23;42;33;3536
49;26;34;14;38;4;3537
35;37;43;39;49;22;3538
42;17;2;23;22;39;3539
43;40;25;1;26;27;3540
23;46;29;42;19;37;3541
15;35;2;10;44;12;3542
16;2;44;4;7;6;3543
26;48;42;29;39;37;3544
8;35;33;21;34;6;3545
20;41;6;24;19;7;3546
40;46;42;3;26;23;3547
11;47;37;20;17;33;3548
15;20;4;35;14;17;3549
31;28;5;48;14;8;3550
20;16;40;45;17;15;3551
36;31;18;34;30;13;3552
41;46;45;16;44;24;3553
20;42;36;34;43;47;3554
23;42;36;26;1;31;3555
44;15;34;11;48;5;3556
21;2;45;23;10;44;3557
13;9;26;30;41;37;3558
27;9;38;42;1;17;3559
28;17;31;10;15;22;3560
33;40;1;46;32;29;3561
1;48;28;17;46;33;3562
3;6;22;24;28;17;3563
39;19;33;13;11;27;3564
2;31;37;15;43;5;3565
8;20;30;22;7;41;3566
3;6;33;25;49;12;3567
10;43;30;6;29;49;3568
21;11;32;16;29;43;3569
6;22;10;33;9;29;3570
29;20;23;47;21;34;3571
40;4;38;24;31;26;3572
8;45;2;13;44;25;3573
41;16;31;27;37;49;3574
19;43;41;32;26;44;3575
15;18;23;22;38;40;3576
41;49;13;43;12;22;3577
3;47;20;1;2;49;3578
15;1;37;34;12;14;3579
16;34;28;5;32;40;3580
11;49;31;1;7;15;3581
17;27;25;35;22;16;3582
45;22;38;29;35;40;3583
48;3;16;6;26;7;3584
24;7;37;44;4;18;3585
19;48;38;41;39;49;3586
36;8;26;19;39;49;3587
41;48;6;9;8;34;3588
11;16;31;1;20;44;3589
24;49;48;41;40;7;3590
14;47;12;29;40;10;3591
39;4;20;41;34;1;3592
46;48;49;13;28;35;3593
34;20;8;22;44;46;3594
38;48;43;15;13;28;3595
9;37;36;42;10;43;3596
10;5;12;46;47;14;3597
26;8;6;11;15;33;3598
44;33;6;39;18;14;3599
44;33;23;39;46;11;3600
34;49;30;13;8;3;3601
43;8;42;46;7;26;3602
21;47;6;31;46;2;3603
28;3;49;25;2;38;3604
11;45;2;34;9;17;3605
5;24;32;36;7;15;3606
24;1;10;9;29;27;3607
32;2;12;28;23;48;3608
45;40;26;11;21;42;3609
6;23;4;3;45;2;3610
38;23;20;36;24;27;3611
48;34;15;19;42;27;3612
10;11;33;1;8;15;3613
25;40;31;27;4;30;3614
27;43;40;36;32;25;3615
49;23;38;44;11;32;3616
36;13;34;3;43;10;3617
11;43;38;35;31;25;3618
36;41;21;18;44;3;3619
39;47;49;45;22;26;3620
22;36;26;43;6;7;3621
10;7;48;11;43;15;3622
18;3;8;26;11;14;3623
39;23;27;45;28;47;3624
28;8;22;12;3;4;3625
37;31;33;12;36;28;3626
4;26;2;5;27;36;3627
34;17;44;28;2;4;3628
31;16;14;32;24;7;3629
22;26;20;5;47;29;3630
4;11;38;14;6;15;3631
22;23;24;39;33;6;3632
6;27;20;5;45;36;3633
49;35;26;17;46;44;3634
28;6;16;33;25;5;3635
45;2;17;48;14;4;3636
10;14;6;15;2;29;3637
2;20;47;14;39;12;3638
46;3;38;32;29;26;3639
17;39;10;34;4;42;3640
35;17;24;10;37;5;3641
30;37;49;9;41;16;3642
1;2;3;38;21;13;3643
7;35;39;30;46;31;3644
31;23;21;16;38;29;3645
30;5;17;34;7;32;3646
43;26;45;27;31;32;3647
28;35;45;15;26;10;3648
35;38;45;37;24;9;3649
48;6;36;28;38;31;3650
48;39;7;14;19;49;3651
28;11;32;3;10;43;3652
22;12;15;28;16;9;3653
48;7;5;11;22;21;3654
6;22;42;30;11;4;3655
40;7;32;3;31;41;3656
29;16;45;4;38;2;3657
16;32;20;2;1;22;3658
6;35;23;8;36;24;3659
29;25;23;17;3;44;3660
40;2;41;14;7;5;3661
2;30;28;13;36;32;3662
47;30;21;49;39;19;3663
12;38;47;26;3;30;3664
6;15;5;7;23;10;3665
14;16;49;43;6;25;3666
18;42;19;49;29;3;3667
10;19;31;43;5;35;3668
31;22;32;39;2;43;3669
36;43;22;28;7;44;3670
36;9;13;17;7;14;3671
11;17;49;8;20;3;3672
41;16;19;11;29;43;3673
18;3;48;28;29;38;3674
17;38;20;28;26;11;3675
3;46;33;11;29;18;3676
15;28;31;8;2;36;3677
34;20;11;31;30;40;3678
38;6;3;47;39;26;3679
31;47;19;25;6;40;3680
42;24;14;36;16;11;3681
31;39;36;9;3;17;3682
9;39;8;3;34;35;3683
13;42;28;19;17;25;3684
15;5;29;21;27;48;3685
30;6;29;27;2;25;3686
29;35;3;22;2;37;3687
39;22;44;37;26;1;3688
34;19;17;38;31;1;3689
43;22;24;37;41;12;3690
12;40;48;42;28;16;3691
23;22;21;30;10;40;3692
46;11;4;20;30;21;3693
22;32;8;40;13;43;3694
7;43;14;26;30;33;3695
31;23;37;3;41;32;3696
46;17;42;27;43;47;3697
3;48;12;9;35;44;3698
9;29;46;22;48;11;3699
38;44;14;29;25;46;3700
49;38;32;9;44;40;3701
10;38;24;4;14;40;3702
23;26;7;21;33;16;3703
25;20;22;24;9;18;3704
36;30;12;13;10;45;3705
24;15;38;12;19;9;3706
36;22;35;30;12;13;3707
28;12;13;33;32;6;3708
12;5;15;16;35;46;3709
43;42;19;39;9;24;3710
24;36;42;16;9;19;3711
7;30;35;12;19;33;3712
28;42;31;36;11;38;3713
33;1;47;39;30;24;3714
13;22;20;41;49;42;3715
19;15;9;4;48;26;3716
18;38;7;49;39;22;3717
5;27;38;17;19;6;3718
44;2;18;34;35;12;3719
25;5;27;35;4;17;3720
46;40;44;26;27;4;3721
43;9;22;6;32;10;3722
46;25;24;8;23;6;3723
16;19;25;36;39;48;3724
36;44;45;28;20;31;3725
14;8;29;23;5;38;3726
6;49;41;22;39;43;3727
32;16;36;26;11;15;3728
26;42;18;2;46;23;3729
37;32;48;24;45;36;3730
3;12;36;34;15;26;3731
17;49;18;46;47;42;3732
26;32;17;7;16;9;3733
44;18;42;4;29;33;3734
16;15;37;18;10;35;3735
44;31;17;7;8;48;3736
18;43;29;21;36;4;3737
46;39;32;26;25;30;3738
19;31;9;8;48;11;3739
5;47;13;24;28;38;3740
33;44;5;34;13;16;3741
32;45;10;16;24;43;3742
12;27;4;38;7;31;3743
33;3;23;36;12;41;3744
23;7;1;40;25;10;3745
7;46;34;29;30;10;3746
22;38;3;43;30;36;3747
24;20;11;8;7;5;3748
28;48;42;20;4;6;3749
37;14;21;17;42;47;3750
39;32;46;43;12;6;3751
48;28;38;16;13;49;3752
24;18;35;49;30;28;3753
48;46;25;3;47;4;3754
22;40;44;23;12;13;3755
35;23;34;3;48;7;3756
35;48;38;6;10;30;3757
35;41;14;40;34;2;3758
25;1;23;30;28;19;3759
26;21;42;9;11;20;3760
2;32;39;22;30;7;3761
39;9;37;21;42;24;3762
6;21;2;16;5;31;3763
2;34;7;16;27;13;3764
16;29;13;44;40;10;3765
17;31;19;13;41;5;3766
27;24;20;21;43;28;3767
42;12;47;35;27;23;3768
43;11;3;6;44;21;3769
17;42;6;11;12;47;3770
6;20;43;33;38;28;3771
41;30;12;32;44;21;3772
34;1;7;6;13;28;3773
36;39;2;32;18;26;3774
18;15;10;41;44;6;3775
38;22;41;6;24;10;3776
26;3;45;25;4;18;3777
39;26;17;5;29;37;3778
29;26;41;17;31;3;3779
41;19;49;5;34;6;3780
33;25;15;9;38;20;3781
26;33;38;30;14;28;3782
9;37;13;12;10;11;3783
11;6;41;8;20;40;3784
6;31;45;21;5;7;3785
15;22;3;40;11;37;3786
36;41;46;3;30;24;3787
10;49;29;2;15;5;3788
